"texto","categoria"
"Asunto: Programa de movilidad - DAAD. La beca DAAD financia estudios de pregrado en universidades de Francia. Postulación abierta.","intercambio"
"Asunto: Resultado parcial Investigación de Operaciones. Estudiante, el resultado de tu parcial 1 de Investigación de Operaciones ya está cargado. Profesor Diego Alejandro Muñoz.","nota"
"Asunto: Reconocimiento aporte investigación. El comité de investigación reconoce su aporte sobresaliente al semillero de diseño. Continúe con ese excelente trabajo.","logro"
"Asunto: Programa salud estudiantil. Inscríbete en el programa de salud estudiantil. Chequeos médicos gratuitos en bienestar.","otro"
"Asunto: Entrega informe final Constitución Política. Profesor Paula Andrea Cano recuerda que el informe final debe entregarse impreso y digital antes del 15 de febrero.","tarea"
"Asunto: Tarea Moodle - Dibujo Técnico. Se habilitó en Moodle la tarea sobre arrays. Tienen hasta el martes para resolverla. Solo un intento permitido.","tarea"
"Asunto: Calificación habilitación Estadística. Estudiante, tu calificación de la habilitación de Estadística fue publicada. Consulta SICAU.","nota"
"Asunto: Material disponible biblioteca. Nuevo material bibliográfico disponible sobre sostenibilidad en la biblioteca. Aprovecha estos recursos para tus proyectos.","otro"
"Asunto: Beca de excelencia otorgada. Felicitaciones, ha sido seleccionado como beneficiario de la beca de excelencia académica del Pascual Bravo para el periodo 2026-2.","logro"
"Asunto: Informe de laboratorio Hidráulica y Neumática. Profesor Hernán Darío Pérez solicita el informe de la práctica 1 antes del 11 de marzo. Formato APA, máximo 10 páginas.","tarea"
"Asunto: Semana de la Ingeniería. Del 9 al 20 de octubre se celebra la Semana de la Ingeniería con conferencias, talleres y actividades culturales.","evento"
"Asunto: Notas sustentación proyecto. Las notas de la sustentación del proyecto integrador fueron publicadas por el profesor Ricardo Mejía.","nota"
"Asunto: Evento de bienvenida primer semestre. La Institución da la bienvenida a los nuevos estudiantes el próximo sábado con actividades de integración.","evento"
"Asunto: Selección representante. Ha sido seleccionado para representar al Pascual Bravo en el congreso nacional de estudiantes de ingeniería. Felicitaciones.","logro"
"Asunto: Cambio de modalidad clases. Las clases de Inglés I pasan a modalidad virtual a partir del 11 de mayo hasta nuevo aviso.","anuncio"
"Asunto: Nueva tarea en Moodle - Mecánica de Materiales. Apreciado estudiante, el docente Hernán Darío Pérez ha publicado una nueva actividad para la materia Mecánica de Materiales. Fecha límite de entrega: lunes 4 de abril. Por favor revisar la guía adjunta.","tarea"
"Asunto: Inauguración laboratorio. Acto de inauguración del nuevo laboratorio de mecatrónica. Asistencia de directivos, docentes y estudiantes destacados.","evento"
"Asunto: Notas talleres Circuitos Eléctricos II. El profesor Oscar Mauricio Ramírez cargó las notas de los talleres del semestre. Revísalas en SICAU.","nota"
"Asunto: Pasantía investigación exterior. Convocatoria de pasantías de investigación en Japón para estudiantes de últimos semestres de ingeniería.","intercambio"
"Asunto: Horario biblioteca extendido. Durante temporada de exámenes, la biblioteca extiende su horario hasta las 10 PM de lunes a viernes.","otro"
"Asunto: Artículo aceptado revista. El artículo que envió como autor estudiantil fue aceptado para publicación en la revista institucional.","logro"
"Asunto: Curso de extensión. La Institución ofrece curso de extensión en equidad de género. Inscripciones abiertas para estudiantes y comunidad externa.","otro"
"Asunto: Resultado examen supletorio. El resultado del examen supletorio de Inglés I ya fue cargado al sistema académico.","nota"
"Asunto: Feria de prácticas profesionales. La oficina de Extensión invita a la Feria de Prácticas Profesionales 2026 con la participación de empresas como ISAGEN, Claro y otras.","evento"
"Asunto: Encuesta evaluación docente. Recordatorio: evalúe a sus docentes en SICAU antes del cierre del semestre. Es requisito para ver sus notas.","otro"
"Asunto: Recordatorio entrega Inglés I. Recuerda que la entrega del taller 3 de Inglés I vence este sábado. Sube tu trabajo en Canvas antes de las 11:59 PM. Atentamente, Catalina Ospina.","tarea"
"Asunto: Distinción Cum Laude. Felicitaciones, ha alcanzado la distinción Cum Laude por su rendimiento académico sobresaliente durante toda la carrera.","logro"
"Asunto: Feria del libro académico. Se realizará la Feria del Libro Académico con descuentos especiales en libros técnicos y de ingeniería.","evento"
"Asunto: Curso de verano internacional. Cursos de verano en universidades de Chile con créditos homologables. Oportunidad de movilidad corta.","intercambio"
"Asunto: Recordatorio entrega Física I. Recuerda que la entrega del taller 1 de Física I vence este sábado. Sube tu trabajo en Microsoft Teams antes de las 11:59 PM. Atentamente, Sandra Milena López.","tarea"
"Asunto: Quiz programado Ética Profesional. Recordatorio: el próximo viernes se realizará el quiz 2 de Ética Profesional. Temas a evaluar: POO. Material de apoyo disponible en el portal estudiantil.","tarea"
"Asunto: Recordatorio entrega Ingeniería de Software. Recuerda que la entrega del taller 4 de Ingeniería de Software vence este miércoles. Sube tu trabajo en SICAU antes de las 11:59 PM. Atentamente, Juan Pablo Vélez.","tarea"
"Asunto: Día de la Innovación. Muestra de proyectos estudiantiles innovadores. 22 de febrero, plazoleta principal del campus.","evento"
"Asunto: Nueva tarea en Google Classroom - Sistemas de Potencia. Apreciado estudiante, el docente Juan Pablo Vélez ha publicado una nueva actividad para la materia Sistemas de Potencia. Fecha límite de entrega: martes 27 de febrero. Por favor revisar la guía adjunta.","tarea"
"Asunto: Taller práctico Industria 4.0. La facultad organiza taller práctico de Industria 4.0 dirigido por Claudia Patricia Henao. Cupos limitados, inscripción previa requerida.","evento"
"Asunto: Programa salud estudiantil. Inscríbete en el programa de salud estudiantil. Chequeos médicos gratuitos en bienestar.","otro"
"Asunto: Feria de prácticas profesionales. La oficina de Extensión invita a la Feria de Prácticas Profesionales 2026 con la participación de empresas como Postobón, Rappi y otras.","evento"
"Asunto: Foro académico vehículos eléctricos. La facultad de ingenierías organiza foro académico sobre vehículos eléctricos. Participación de docentes y estudiantes invitados.","evento"
"Asunto: Beca de excelencia otorgada. Felicitaciones, ha sido seleccionado como beneficiario de la beca de excelencia académica del Pascual Bravo para el periodo 2026-1.","logro"
"Asunto: Día de la Innovación. Muestra de proyectos estudiantiles innovadores. 16 de diciembre, plazoleta principal del campus.","evento"
"Asunto: Cambio de modalidad clases. Las clases de Sistemas de Potencia pasan a modalidad virtual a partir del 13 de septiembre hasta nuevo aviso.","anuncio"
"Asunto: Requisitos de grado actualizados. Los requisitos para optar al título de Tecnología Eléctrica han sido actualizados. Consulta los nuevos lineamientos en la oficina de Registro.","anuncio"
"Asunto: Reporte de notas semestre. El reporte oficial de notas del semestre ya está disponible para descarga en el portal estudiantil.","nota"
"Asunto: Becas para estudios en exterior. Convocatorias internacionales 2026: estudios de posgrado en Portugal. Información completa en la oficina de Internacionalización.","intercambio"
"Asunto: Cuestionario Química General. Cuestionario disponible en Moodle sobre los temas de derivadas. Fecha límite: miércoles a las 11:59 PM.","tarea"
"Asunto: Convocatoria gobierno Alemania. El gobierno de Alemania ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Aviso importante - Pagos. Recordatorio: el plazo para el pago de matrícula del periodo 2027-1 vence el 25 de julio.","anuncio"
"Asunto: Notas finales Sistemas Operativos. Las notas finales de Sistemas Operativos ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Foro académico Industria 4.0. La facultad de ingenierías organiza foro académico sobre Industria 4.0. Participación de docentes y estudiantes invitados.","evento"
"Asunto: Beca DAAD para Alemania. La beca DAAD ofrece la posibilidad de estudiar un semestre en universidades alemanas. Postulaciones hasta el 7 de noviembre.","intercambio"
"Asunto: Convocatoria gobierno Francia. El gobierno de Francia ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Foro académico Inteligencia Artificial. La facultad de ingenierías organiza foro académico sobre Inteligencia Artificial. Participación de docentes y estudiantes invitados.","evento"
"Asunto: Donación libros biblioteca. La biblioteca recibe donaciones de libros académicos. Si tienes textos en buen estado, contáctanos.","otro"
"Asunto: Encuesta evaluación docente. Recordatorio: evalúe a sus docentes en SICAU antes del cierre del semestre. Es requisito para ver sus notas.","otro"
"Asunto: Cambio de horario. Comunicado oficial: el horario de Ingeniería de Software cambia a partir de la próxima semana. Nuevo horario: lunes de 7:00 AM a 5:00 PM.","anuncio"
"Asunto: Cambio de aula Dibujo Técnico. La clase de Dibujo Técnico con el profesor Paula Andrea Cano se traslada al aula B286 a partir de la próxima sesión.","anuncio"
"Asunto: Corrección de nota Física I. Tu nota del parcial 3 de Física I fue corregida tras la reclamación. Nueva calificación disponible en SICAU.","nota"
"Asunto: Premio mejor estudiante carrera. Ha sido nombrado mejor estudiante de Tecnología en Producción Industrial del semestre. La ceremonia de entrega será el 9 de noviembre.","logro"
"Asunto: Beca DAAD para Alemania. La beca DAAD ofrece la posibilidad de estudiar un semestre en universidades alemanas. Postulaciones hasta el 16 de marzo.","intercambio"
"Asunto: Convocatoria gobierno Reino Unido. El gobierno de Reino Unido ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre alimentación saludable. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Distinción Cum Laude. Felicitaciones, ha alcanzado la distinción Cum Laude por su rendimiento académico sobresaliente durante toda la carrera.","logro"
"Asunto: Intercambio Fulbright EE.UU. El programa Fulbright abre convocatoria para estudiantes colombianos. Aplica antes del 4 de octubre.","intercambio"
"Asunto: Conferencia magistral - robótica. Conferencia magistral con expositor invitado de ISAGEN. Tema: 'Mujeres en STEM'. Cupo limitado.","evento"
"Asunto: Torneo deportivo interfacultades. Inscripciones abiertas para el torneo deportivo interfacultades en disciplinas como fútbol, voleibol y tenis de mesa.","evento"
"Asunto: Notas práctica laboratorio. Las calificaciones de las prácticas de laboratorio de Ergonomía fueron publicadas en Google Classroom.","nota"
"Asunto: Invitación: Conferencia de diseño UX. El Pascual Bravo invita a toda la comunidad estudiantil a la conferencia 'Transformación digital en la industria' el miércoles 20 de agosto a las 10:00 PM en el auditorio principal.","evento"
"Asunto: Cambio de modalidad clases. Las clases de Física II pasan a modalidad virtual a partir del 8 de julio hasta nuevo aviso.","anuncio"
"Asunto: Servicio de transporte. La ruta universitaria modifica su recorrido a partir del 24 de agosto. Consulta los nuevos paraderos.","otro"
"Asunto: Reconocimiento aporte investigación. El comité de investigación reconoce su aporte sobresaliente al semillero de investigación. Continúe con ese excelente trabajo.","logro"
"Asunto: Selección lista de honor. Hemos publicado la lista de honor del semestre y usted aparece en ella. Felicitaciones por su excelencia académica.","logro"
"Asunto: Reconocimiento académico. La Institución Universitaria Pascual Bravo le reconoce como estudiante destacado del periodo 2026-1 por su excelente rendimiento.","logro"
"Asunto: Encuesta de satisfacción. Apreciado estudiante, dedique 5 minutos a responder la encuesta de satisfacción institucional. Su opinión es muy importante para nosotros.","otro"
"Asunto: Resultado examen supletorio. El resultado del examen supletorio de Machine Learning ya fue cargado al sistema académico.","nota"
"Asunto: Notas sustentación proyecto. Las notas de la sustentación del proyecto integrador fueron publicadas por el profesor Ana Maria Gómez.","nota"
"Asunto: Encuesta de satisfacción. Apreciado estudiante, dedique 5 minutos a responder la encuesta de satisfacción institucional. Su opinión es muy importante para nosotros.","otro"
"Asunto: Certificado destacado. Felicitaciones por su participación destacada en el programa institucional. Su certificado está disponible para descarga.","logro"
"Asunto: Paro académico. Se informa a la comunidad estudiantil que se ha decretado paro académico por jornada institucional. Las clases se reanudarán el 3 de junio.","anuncio"
"Asunto: Aviso seguridad campus. La oficina de Seguridad informa nuevas medidas de control de acceso al campus. Es obligatorio portar el carné estudiantil.","anuncio"
"Asunto: Cuestionario Circuitos Eléctricos II. Cuestionario disponible en el portal estudiantil sobre los temas de integrales. Fecha límite: sábado a las 11:59 PM.","tarea"
"Asunto: Atención psicológica gratuita. Bienestar Universitario ofrece atención psicológica gratuita a estudiantes. Solicita tu cita en la oficina.","otro"
"Asunto: Intercambio virtual internacional. Programa de intercambio virtual con universidades de Portugal. No requiere viajar, certificación internacional.","intercambio"
"Asunto: Movilidad académica con MIT. Oportunidad única: programa de movilidad académica con el MIT. Selección por mérito académico y nivel de inglés.","intercambio"
"Asunto: Lectura obligatoria Sistemas Operativos. Para la próxima clase de Sistemas Operativos con el profesor Sebastián Arango, deben haber leído el capítulo 3 sobre circuitos RLC. Habrá control de lectura.","tarea"
"Asunto: Inauguración laboratorio. Acto de inauguración del nuevo laboratorio de internet de las cosas. Asistencia de directivos, docentes y estudiantes destacados.","evento"
"Asunto: Cambio de modalidad clases. Las clases de Procesos de Manufactura pasan a modalidad virtual a partir del 22 de agosto hasta nuevo aviso.","anuncio"
"Asunto: Entrega informe final Hidráulica y Neumática. Profesor Beatriz Elena Ruiz recuerda que el informe final debe entregarse impreso y digital antes del 15 de mayo.","tarea"
"Asunto: Mención honorífica. El consejo académico le otorga mención honorífica por su trabajo de grado titulado 'Diseño de prótesis 3D'.","logro"
"Asunto: Convocatoria gobierno Portugal. El gobierno de Portugal ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Resultado parcial Programación I. Estudiante, el resultado de tu parcial 3 de Programación I ya está cargado. Profesor Alexander Marín.","nota"
"Asunto: Nota disponible Cálculo III. Tu nota del trabajo de Cálculo III ya fue cargada. Consulta en el portal estudiantil. Si tienes inquietudes, contacta al profesor Sandra Milena López.","nota"
"Asunto: Cambio de aula Termodinámica. La clase de Termodinámica con el profesor Oscar Mauricio Ramírez se traslada al aula C258 a partir de la próxima sesión.","anuncio"
"Asunto: Cambio contraseña institucional. Por seguridad, debe cambiar su contraseña del correo institucional cada 90 días. Plazo: 6 de febrero.","otro"
"Asunto: Reciclaje campus. Únete al programa de reciclaje del Pascual Bravo. Puntos ecológicos disponibles en todos los bloques.","otro"
"Asunto: Quiz programado Ergonomía. Recordatorio: el próximo jueves se realizará el quiz 1 de Ergonomía. Temas a evaluar: integrales. Material de apoyo disponible en Google Classroom.","tarea"
"Asunto: Felicitaciones por excelencia académica. Estimado estudiante, en nombre del consejo académico le felicitamos por obtener el mejor promedio del semestre en Ingeniería Eléctrica. Su esfuerzo es ejemplar.","logro"
"Asunto: Convocatoria gobierno Japón. El gobierno de Japón ofrece becas para estudios de pregrado. Beneficiarios: estudiantes con promedio superior a 4.0.","intercambio"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Ergonomía es este sábado 5 de mayo. Subir avance en Moodle.","tarea"
"Asunto: Evento de bienvenida primer semestre. La Institución da la bienvenida a los nuevos estudiantes el próximo jueves con actividades de integración.","evento"
"Asunto: Actualización reglamento estudiantil. La Vicerrectoría Académica comunica modificaciones al reglamento estudiantil. Vigencia desde 7 de abril.","anuncio"
"Asunto: Cambio de aula Cálculo III. La clase de Cálculo III con el profesor Alexander Marín se traslada al aula B230 a partir de la próxima sesión.","anuncio"
"Asunto: Convocatoria intercambio académico Italia. La oficina de Internacionalización del Pascual Bravo invita a participar en la convocatoria de intercambio con universidades de Italia para el periodo 2026-1.","intercambio"
"Asunto: Convocatoria monitor académico. Se abre convocatoria para monitores académicos en Mecánica de Materiales. Beneficio económico y experiencia.","otro"
"Asunto: Programa de movilidad - ICETEX-internacional. La beca ICETEX-internacional financia estudios de pregrado en universidades de Reino Unido. Postulación abierta.","intercambio"
"Asunto: Beca completa estudios exterior. Convocatoria para beca completa de estudios en universidades de México. Cubre matrícula, manutención y tiquetes.","intercambio"
"Asunto: Nueva política de asistencia. La facultad informa que se aplicará nueva política de asistencia. La inasistencia superior al 20% causa pérdida automática de la materia.","anuncio"
"Asunto: Cambio contraseña institucional. Por seguridad, debe cambiar su contraseña del correo institucional cada 90 días. Plazo: 16 de junio.","otro"
"Asunto: Comunicado rectoral. Apreciada comunidad universitaria, el rector se permite informar nuevas disposiciones institucionales para el semestre 2027-1.","anuncio"
"Asunto: Práctica de laboratorio Programación I. Estudiantes, para la próxima sesión de Programación I deben traer el preinforme de la práctica 3 sobre estadística inferencial. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Foro académico Industria 4.0. La facultad de ingenierías organiza foro académico sobre Industria 4.0. Participación de docentes y estudiantes invitados.","evento"
"Asunto: Requisitos de grado actualizados. Los requisitos para optar al título de Ingeniería Electrónica han sido actualizados. Consulta los nuevos lineamientos en la oficina de Registro.","anuncio"
"Asunto: Comunicado rectoral. Apreciada comunidad universitaria, el rector se permite informar nuevas disposiciones institucionales para el semestre 2026-1.","anuncio"
"Asunto: Comunicado rectoral. Apreciada comunidad universitaria, el rector se permite informar nuevas disposiciones institucionales para el semestre 2026-2.","anuncio"
"Asunto: Programa Erasmus+ 2026. Convocatoria abierta para movilidad académica en universidades europeas mediante el programa Erasmus+. Cupos limitados.","intercambio"
"Asunto: Nueva tarea en Google Classroom - Ergonomía. Apreciado estudiante, el docente Sandra Milena López ha publicado una nueva actividad para la materia Ergonomía. Fecha límite de entrega: miércoles 14 de febrero. Por favor revisar la guía adjunta.","tarea"
"Asunto: Doble titulación con universidad de Argentina. Nueva oportunidad: programa de doble titulación con la Universidad de Madrid en Argentina. Reuniones informativas próximamente.","intercambio"
"Asunto: Recordatorio entrega Emprendimiento. Recuerda que la entrega del taller 6 de Emprendimiento vence este martes. Sube tu trabajo en el portal estudiantil antes de las 11:59 PM. Atentamente, Ana Maria Gómez.","tarea"
"Asunto: Resultado parcial Ingeniería de Software. Estudiante, el resultado de tu parcial 2 de Ingeniería de Software ya está cargado. Profesor Alexander Marín.","nota"
"Asunto: Promedio acumulado actualizado. Tu promedio acumulado fue actualizado tras el cierre del periodo. Consulta tu situación académica en SICAU.","nota"
"Asunto: Nuevo menú cafetería. Te invitamos a conocer el nuevo menú de la cafetería universitaria. Opciones saludables y económicas para estudiantes.","otro"
"Asunto: Actualización datos personales. Le solicitamos actualizar sus datos personales en SICAU. Es requisito para continuar el proceso académico del próximo semestre.","otro"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre equidad de género. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Resultado parcial Física I. Estudiante, el resultado de tu parcial 2 de Física I ya está cargado. Profesor Alexander Marín.","nota"
"Asunto: Cierre temporal SICAU. El sistema SICAU estará en mantenimiento el martes de 10:00 AM a 2:00 PM. Lamentamos los inconvenientes.","anuncio"
"Asunto: Tarea Moodle - Modelado 3D. Se habilitó en Moodle la tarea sobre termodinámica. Tienen hasta el lunes para resolverla. Solo un intento permitido.","tarea"
"Asunto: Notas sustentación proyecto. Las notas de la sustentación del proyecto integrador fueron publicadas por el profesor Sandra Milena López.","nota"
"Asunto: Cuestionario Ética Profesional. Cuestionario disponible en Microsoft Teams sobre los temas de termodinámica. Fecha límite: miércoles a las 11:59 PM.","tarea"
"Asunto: Recolección de firmas. Se está recolectando firmas para una propuesta estudiantil sobre equidad de género. Apoye en la oficina del consejo estudiantil.","otro"
"Asunto: Becas para estudios en exterior. Convocatorias internacionales 2026: estudios de posgrado en Japón. Información completa en la oficina de Internacionalización.","intercambio"
"Asunto: Notas práctica laboratorio. Las calificaciones de las prácticas de laboratorio de Diseño Industrial I fueron publicadas en Google Classroom.","nota"
"Asunto: Inicio de matrículas 2027-1. La oficina de Registro y Control Académico informa que las matrículas para el periodo 2027-1 inician el 1 de abril.","anuncio"
"Asunto: Día de la Innovación. Muestra de proyectos estudiantiles innovadores. 12 de abril, plazoleta principal del campus.","evento"
"Asunto: Encuesta evaluación docente. Recordatorio: evalúe a sus docentes en SICAU antes del cierre del semestre. Es requisito para ver sus notas.","otro"
"Asunto: Doble titulación con universidad de Holanda. Nueva oportunidad: programa de doble titulación con la Universidad de París en Holanda. Reuniones informativas próximamente.","intercambio"
"Asunto: Convocatoria monitor académico. Se abre convocatoria para monitores académicos en Ética Profesional. Beneficio económico y experiencia.","otro"
"Asunto: Práctica de laboratorio Investigación de Operaciones. Estudiantes, para la próxima sesión de Investigación de Operaciones deben traer el preinforme de la práctica 2 sobre matrices. Sin preinforme no se permite el ingreso al laboratorio.","tarea"
"Asunto: Renovación carné estudiantil. Recordatorio: tu carné estudiantil vence pronto. Acércate a la oficina de Bienestar para renovarlo.","otro"
"Asunto: Calificación proyecto final. Tu nota del proyecto final de Procesos de Manufactura ya está disponible. Comentarios y retroalimentación en Moodle.","nota"
"Asunto: Suspensión de clases. La Institución Universitaria Pascual Bravo informa que el día lunes 22 de junio no habrá actividades académicas debido a celebración del día del maestro. Las clases se reprogramarán.","anuncio"
"Asunto: Invitación: Conferencia de internet de las cosas. El Pascual Bravo invita a toda la comunidad estudiantil a la conferencia 'Transformación digital en la industria' el jueves 19 de junio a las 6:00 AM en el auditorio principal.","evento"
"Asunto: Seguimiento egresado. Si eres próximo a graduarte, completa el formulario de seguimiento de egresados. Es muy importante para la institución.","otro"
"Asunto: Oportunidad doble titulación. Programa de doble titulación con la Universidad Politécnica de Ciudad de México. Requisitos en la oficina de Relaciones Internacionales.","intercambio"
"Asunto: Trabajo final Procesos de Manufactura. Estudiantes del grupo G1A, se ha asignado el trabajo final de Procesos de Manufactura. Es en grupos de máximo 3 personas. Plazo de entrega: 23 de febrero. Pesos: 30% de la nota definitiva.","tarea"
"Asunto: Charla de emprendimiento. Egresados destacados del Pascual Bravo compartirán sus experiencias el lunes 24 en el auditorio. Entrada libre.","evento"
"Asunto: Programa de intercambio con Toronto. Estudiantes de Ingeniería de Sistemas, abierta convocatoria de intercambio con la Universidad de Toronto. No requiere intermediario.","intercambio"
"Asunto: Calificación proyecto final. Tu nota del proyecto final de Inglés III ya está disponible. Comentarios y retroalimentación en Canvas.","nota"
"Asunto: Becas para estudios en exterior. Convocatorias internacionales 2026: estudios de posgrado en Holanda. Información completa en la oficina de Internacionalización.","intercambio"
"Asunto: Solicitud certificado. Para solicitar tu certificado de notas, ingresa a SICAU y radica la solicitud. Tiempo de respuesta: 5 días hábiles.","otro"
"Asunto: Notas talleres Circuitos Eléctricos II. El profesor Diego Alejandro Muñoz cargó las notas de los talleres del semestre. Revísalas en SICAU.","nota"
"Asunto: Nueva política de asistencia. La facultad informa que se aplicará nueva política de asistencia. La inasistencia superior al 20% causa pérdida automática de la materia.","anuncio"
"Asunto: Premio mejor estudiante carrera. Ha sido nombrado mejor estudiante de Diseño Industrial del semestre. La ceremonia de entrega será el 8 de junio.","logro"
"Asunto: Actualización reglamento estudiantil. La Vicerrectoría Académica comunica modificaciones al reglamento estudiantil. Vigencia desde 20 de diciembre.","anuncio"
"Asunto: Actualización datos personales. Le solicitamos actualizar sus datos personales en SICAU. Es requisito para continuar el proceso académico del próximo semestre.","otro"
"Asunto: Nueva tarea en SICAU - Sistemas de Potencia. Apreciado estudiante, el docente Beatriz Elena Ruiz ha publicado una nueva actividad para la materia Sistemas de Potencia. Fecha límite de entrega: lunes 24 de febrero. Por favor revisar la guía adjunta.","tarea"
"Asunto: Nueva red WiFi campus. Se habilita la nueva red WiFi 'PB-Estudiantes' en todos los bloques. Ingrese con sus credenciales institucionales.","otro"
"Asunto: Programa de movilidad - Becas Carolina. La beca Becas Carolina financia estudios de pregrado en universidades de Italia. Postulación abierta.","intercambio"
"Asunto: Reconocimiento liderazgo. La oficina de Bienestar le reconoce por su destacado liderazgo estudiantil durante el periodo 2025-2. Felicitaciones.","logro"
"Asunto: Felicitaciones graduación con honores. Estimado estudiante, lo felicitamos por culminar sus estudios de Ingeniería Mecánica con honores académicos.","logro"
"Asunto: Renovación de carné. Se recuerda a los estudiantes que deben renovar su carné estudiantil en la oficina de Bienestar antes del 12 de enero.","anuncio"
"Asunto: Premio mejor estudiante carrera. Ha sido nombrado mejor estudiante de Tecnología Mecánica del semestre. La ceremonia de entrega será el 4 de septiembre.","logro"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Ingeniería de Software es este viernes 16 de febrero. Subir avance en Canvas.","tarea"
"Asunto: Convocatoria monitor académico. Se abre convocatoria para monitores académicos en Modelado 3D. Beneficio económico y experiencia.","otro"
"Asunto: Encuesta evaluación docente. Recordatorio: evalúe a sus docentes en SICAU antes del cierre del semestre. Es requisito para ver sus notas.","otro"
"Asunto: Atención psicológica gratuita. Bienestar Universitario ofrece atención psicológica gratuita a estudiantes. Solicita tu cita en la oficina.","otro"
"Asunto: Programa salud estudiantil. Inscríbete en el programa de salud estudiantil. Chequeos médicos gratuitos en bienestar.","otro"
"Asunto: Material disponible biblioteca. Nuevo material bibliográfico disponible sobre movilidad en la biblioteca. Aprovecha estos recursos para tus proyectos.","otro"
"Asunto: Evento cultural - Festival de música. La oficina de Bienestar invita al Festival de Música del Pascual Bravo. Bandas estudiantiles, entrada libre.","evento"
"Asunto: Actualización datos personales. Le solicitamos actualizar sus datos personales en SICAU. Es requisito para continuar el proceso académico del próximo semestre.","otro"
"Asunto: Mención honorífica. El consejo académico le otorga mención honorífica por su trabajo de grado titulado 'Diseño de prótesis 3D'.","logro"
"Asunto: Material disponible biblioteca. Nuevo material bibliográfico disponible sobre uso de plataformas digitales en la biblioteca. Aprovecha estos recursos para tus proyectos.","otro"
"Asunto: Solicitud certificado. Para solicitar tu certificado de notas, ingresa a SICAU y radica la solicitud. Tiempo de respuesta: 5 días hábiles.","otro"
"Asunto: Charla de emprendimiento. Egresados destacados del Pascual Bravo compartirán sus experiencias el sábado 1 en el auditorio. Entrada libre.","evento"
"Asunto: Recordatorio entrega Circuitos Eléctricos II. Recuerda que la entrega del taller 3 de Circuitos Eléctricos II vence este sábado. Sube tu trabajo en Microsoft Teams antes de las 11:59 PM. Atentamente, Natalia Zapata.","tarea"
"Asunto: Programa de tutorías. La oficina de Bienestar ofrece tutorías gratuitas en Inglés I. Inscríbete antes del 20 de diciembre.","otro"
"Asunto: Calificación habilitación Gestión de Proyectos. Estudiante, tu calificación de la habilitación de Gestión de Proyectos fue publicada. Consulta SICAU.","nota"
"Asunto: Sustentación proyecto Inglés I. La sustentación del proyecto de Inglés I será el 7 de mayo. Cada grupo tendrá 15 minutos para exponer.","tarea"
"Asunto: Becas para estudios en exterior. Convocatorias internacionales 2026: estudios de posgrado en Alemania. Información completa en la oficina de Internacionalización.","intercambio"
"Asunto: Feria del libro académico. Se realizará la Feria del Libro Académico con descuentos especiales en libros técnicos y de ingeniería.","evento"
"Asunto: Corrección de nota Programación II. Tu nota del parcial 3 de Programación II fue corregida tras la reclamación. Nueva calificación disponible en SICAU.","nota"
"Asunto: Lectura obligatoria Cálculo I. Para la próxima clase de Cálculo I con el profesor Diego Alejandro Muñoz, deben haber leído el capítulo 3 sobre circuitos RLC. Habrá control de lectura.","tarea"
"Asunto: Seguimiento egresado. Si eres próximo a graduarte, completa el formulario de seguimiento de egresados. Es muy importante para la institución.","otro"
"Asunto: Entrega proyecto integrador. Recordatorio importante: la primera entrega del proyecto integrador de Metodología de Diseño es este sábado 13 de septiembre. Subir avance en el portal estudiantil.","tarea"
"Asunto: Notas finales Dibujo Técnico. Las notas finales de Dibujo Técnico ya están disponibles en SICAU. Plazo para reclamos: 3 días hábiles después de la publicación.","nota"
"Asunto: Beca DAAD para Alemania. La beca DAAD ofrece la posibilidad de estudiar un semestre en universidades alemanas. Postulaciones hasta el 2 de junio.","intercambio"
"Asunto: Solicitud certificado. Para solicitar tu certificado de notas, ingresa a SICAU y radica la solicitud. Tiempo de respuesta: 5 días hábiles.","otro"
"Asunto: Tarea Moodle - Estructuras de Datos. Se habilitó en Moodle la tarea sobre matrices. Tienen hasta el lunes para resolverla. Solo un intento permitido.","tarea"
"Asunto: Requisitos de grado actualizados. Los requisitos para optar al título de Ingeniería Eléctrica han sido actualizados. Consulta los nuevos lineamientos en la oficina de Registro.","anuncio"
"Asunto: Beca completa estudios exterior. Convocatoria para beca completa de estudios en universidades de México. Cubre matrícula, manutención y tiquetes.","intercambio"
